"mmu.miR.1264.3p"	"mmu.miR.1298.5p"	"mmu.miR.5099"	"mmu.miR.448.3p"	"mmu.miR.20a.3p"	"mmu.miR.365.3p"	"mmu.miR.664.5p"	"mmu.miR.126b.5p"	"mmu.miR.199a.5p"	"mmu.miR.363.3p"	"mmu.miR.142a.3p"	"mmu.miR.1298.3p"	"mmu.miR.99a.5p"	"mmu.miR.671.5p"	"mmu.miR.6406"	"mmu.miR.139.3p"	"mmu.miR.501.3p"	"mmu.miR.325.3p"	"mmu.miR.10b.5p"	"mmu.miR.5126"	"mmu.miR.3072.3p"	"mmu.miR.34b.5p"	"mmu.miR.1264.5p"	"mmu.miR.33.5p"	"mmu.miR.338.5p"	"mmu.miR.409.5p"	"mmu.miR.450a.5p"	"mmu.miR.467a.5p"	"mmu.miR.100.5p"	"mmu.miR.1224.5p"	"mmu.miR.148a.3p"	"mmu.miR.125b.5p"	"mmu.miR.30e.5p"	"mmu.miR.152.3p"	"mmu.miR.127.3p"	"mmu.miR.125a.5p"	"mmu.miR.204.3p"	"mmu.miR.34c.5p"	"mmu.miR.186.5p"	"mmu.miR.204.5p"	"mmu.miR.194.5p"	"mmu.miR.30d.5p"	"mmu.let.7d.3p"	"mmu.miR.132.3p"	"mmu.miR.203.3p"	"mmu.miR.382.5p"	"mmu.miR.1843a.5p"	"mmu.miR.26a.5p"	"mmu.miR.187.3p"	"mmu.miR.487b.3p"	"mmu.let.7e.5p"	"mmu.miR.674.5p"	"mmu.let.7a.5p"	"mmu.miR.431.5p"	"mmu.let.7c.5p"	"mmu.miR.666.5p"	"mmu.miR.874.3p"	"mmu.miR.491.5p"	"mmu.miR.92b.5p"	"mmu.miR.770.5p"	"mmu.miR.323.5p"
"Jdp2"	"	"	"Hk2"	"Zfp488"	"Ap3b1"	"Ammecr1"	"Dmxl1"	"	"	"Elavl1"	"Zpbp"	"Alcam"	"	"	"B4gat1"	"Aldh1a7"	"	"	"	"	"Resf1"	"Zfp850"	"Acbd3"	"	"	"	"	"Arhgap1"	"	"	"Abca2"	"Slc35a3"	"	"	"Galnt7"	"Agl"	"Parp2"	"	"	"Acer3"	"Abtb1"	"Abcc4"	"Abhd17b"	"	"	"Chsy3"	"Abcb4"	"Adnp"	"Agxt2"	"B4galt5"	"Acadsb"	"AA467197"	"Ppp2r5a"	"Add3"	"Alb"	"	"	"Aif1"	"4933427D14Rik"	"	"	"	"	"4930453N24Rik"	"Bcl7c"	"2700049A03Rik"	"Polr1b"	"4930453N24Rik"	"	"	"	"	"	"	"	"	"	"	"Ubxn8"
"Klf8"	"	"	"Hnrnpa1"	"Zfp92"	"Apc"	"Angptl2"	"Dnajb9"	"	"	"Fgl2"	"	"	"Aldh6a1"	"	"	"Baz2a"	"Alg8"	"	"	"	"	"Rock1"	"	"	"Acbd5"	"	"	"	"	"Arhgap26"	"	"	"Abca6"	"Tec"	"	"	"Gng11"	"Ago1"	"Pde3a"	"	"	"Aco2"	"Acadvl"	"Abcc5"	"Abhd3"	"	"	"Clcn3"	"Abcd2"	"Adnp2"	"Ahnak"	"B4galt7"	"Acat3"	"AB124611"	"Prelid1"	"Adnp"	"Alcam"	"	"	"Akap8"	"4933434E20Rik"	"	"	"	"	"4930503L19Rik"	"Bclaf1"	"2700062C07Rik"	"Ppm1k"	"4930503L19Rik"	"	"	"	"	"	"	"	"	"	"	"Wipf2"
"Klhl24"	"	"	"Hnrnpd"	"	"	"Api5"	"Ankrd52"	"Efhd2"	"	"	"Grk1"	"	"	"Alg11"	"	"	"Bend3"	"Alkbh8"	"	"	"	"	"Sbno1"	"	"	"Acer1"	"	"	"	"	"Arid2"	"	"	"Abcb11"	"Tent5a"	"	"	"Golgb1"	"Ago2"	"Ppm1j"	"	"	"Acox1"	"Actb"	"Abce1"	"Abi1"	"	"	"Cmya5"	"Abcd4"	"Adra1b"	"Ahr"	"BC004004"	"Acbd5"	"AI182371"	"Psmg2"	"Adnp2"	"Aldh2"	"	"	"Alas1"	"5031439G07Rik"	"	"	"	"	"4930523C07Rik"	"Bmf"	"2700097O09Rik"	"Rbm11"	"4930523C07Rik"	"	"	"	"	"	"	"	"	"	"	"Zfp317"
"Maml3"	"	"	"Ift20"	"	"	"Arf4"	"Anp32e"	"Eif3f"	"	"	"Hcn1"	"	"	"Alg9"	"	"	"Btg2"	"Ammecr1"	"	"	"	"	"Sin3a"	"	"	"Aco1"	"	"	"	"	"Arid4a"	"	"	"Abcb1a"	"Tiprl"	"	"	"Gys1"	"Agpat3"	"Prdm4"	"	"	"Acox2"	"Actn1"	"Abcg1"	"Abi2"	"	"	"Col1a1"	"Abce1"	"Aebp2"	"Ak3"	"Bace1"	"Acly"	"AI467606"	"Ptma"	"Ado"	"Alg14"	"	"	"Alcam"	"5730455P16Rik"	"	"	"	"	"4930579G24Rik"	"Bmt2"	"2810459M11Rik"	"Rfxank"	"4930579G24Rik"	"	"	"	"	"	"	"	"	"	"	"Zfp385c"
"Marchf5"	"	"	"Igf1"	"	"	"Arfgef1"	"Ap1s2"	"Eif4g1"	"	"	"Hif1a"	"	"	"Ammecr1"	"	"	"C5ar2"	"Ammecr1l"	"	"	"	"	"Slc39a14"	"	"	"Acsl3"	"	"	"	"	"Arl15"	"	"	"Abcb7"	"Tnfrsf10b"	"	"	"Huwe1"	"Agpat5"	"Prkce"	"	"	"Acsl1"	"Actr2"	"Abhd17b"	"Abl2"	"	"	"Commd4"	"Abhd11"	"Aff4"	"Akap11"	"Baz1a"	"Aco2"	"AI597479"	"Rab1a"	"Aebp2"	"Alkbh5"	"	"	"Aldoc"	"6030458C11Rik"	"	"	"	"	"4931406C07Rik"	"Brip1"	"2900026A02Rik"	"Rinl"	"4931406C07Rik"	"	"	"	"	"	"	"	"	"	"	"Zfp444"
"Marcks"	"	"	"Iqgap1"	"	"	"Arhgap31"	"Aph1b"	"Ep400"	"	"	"Hoxd1"	"	"	"Anapc1"	"	"	"Cacna1s"	"Ampd3"	"	"	"	"	"Tab2"	"	"	"Acta2"	"	"	"	"	"Arrdc3"	"	"	"Abcc2"	"Zcchc10"	"	"	"Ibtk"	"Agtrap"	"Prpf8"	"	"	"Acsl4"	"Acvr1"	"Abhd17c"	"Abraxas2"	"	"	"Cyfip1"	"Abhd12"	"Afm"	"Akap13"	"Bcl2"	"Acot1"	"Aacs"	"Rhot1"	"Aff4"	"Amot"	"	"	"Alkbh8"	"6430548M08Rik"	"	"	"	"	"4932438H23Rik"	"Cacul1"	"3425401B19Rik"	"Rtl1"	"4932438H23Rik"	"	"	"	"	"	"	"	"	"	"	"	"
"Mbd4"	"	"	"Irf1"	"	"	"Arhgap35"	"Apln"	"Esrra"	"	"	"Il17rd"	"	"	"Anapc2"	"	"	"Cap2"	"Anapc1"	"	"	"	"	"Tbl1xr1"	"	"	"Acvr2a"	"	"	"	"	"Asap1"	"	"	"Abcc3"	"Zeb2"	"	"	"Inppl1"	"Ahcyl1"	"Pten"	"	"	"Acsm5"	"Adal"	"Abhd18"	"Acaa2"	"	"	"Cyp2c65"	"Abhd14a"	"Ago1"	"Akr1c14"	"Bco1"	"Acox1"	"Aak1"	"Rpl14"	"Agap2"	"Ampd3"	"	"	"Alpl"	"6430571L13Rik"	"	"	"	"	"4933434E20Rik"	"Camsap2"	"4833420G17Rik"	"Sc5d"	"5031439G07Rik"	"	"	"	"	"	"	"	"	"	"	"	"
"Mkrn2os"	"	"	"Kdm2b"	"	"	"Arhgef12"	"Arc"	"Fam120b"	"	"	"Impg2"	"	"	"Anapc4"	"	"	"Cbfb"	"Anapc5"	"	"	"	"	"Tcerg1"	"	"	"Adam17"	"	"	"	"	"Astn1"	"	"	"Abcc5"	"Zfp609"	"	"	"Kmt2a"	"Ahnak"	"Pygb"	"	"	"Acss2"	"Adam28"	"Abhd4"	"Aco1"	"	"	"Daam1"	"Abhd14b"	"Ago3"	"Akr1c19"	"Bmper"	"Acox2"	"Aasdhppt"	"Rpl22"	"Agfg1"	"Anapc16"	"	"	"Ambp"	"9130401M01Rik"	"	"	"	"	"5031439G07Rik"	"Cap1"	"4833439L19Rik"	"Senp5"	"6030458C11Rik"	"	"	"	"	"	"	"	"	"	"	"	"
"Mmachc"	"	"	"Kif2a"	"	"	"Arid2"	"Arhgap1"	"Fermt3"	"	"	"Kcnb1"	"	"	"Ankhd1"	"	"	"Ccng2"	"Ankrd13c"	"	"	"	"	"Tgfbi"	"	"	"Adam19"	"	"	"	"	"Atp5mf"	"	"	"Abcd3"	"	"	"	"	"Lpp"	"Ak2"	"Rasa1"	"	"	"Acvr2a"	"Adam9"	"Abi1"	"Aco2"	"	"	"Dctn3"	"Abhd16a"	"Agtr1a"	"Akt3"	"Brd4"	"Acsl1"	"Aatf"	"Rpl24"	"Aggf1"	"Angptl3"	"	"	"Amdhd1"	"9430015G10Rik"	"	"	"	"	"6030458C11Rik"	"Carmil1"	"4921524J17Rik"	"Sgms2"	"6430548M08Rik"	"	"	"	"	"	"	"	"	"	"	"	"
"Ncf2"	"	"	"Kpnb1"	"	"	"Arid4a"	"Arhgap10"	"Gatad2b"	"	"	"Kdm6b"	"	"	"Ankrd17"	"	"	"Cdc27"	"Ankrd52"	"	"	"	"	"Tmc7"	"	"	"Adamts4"	"	"	"	"	"Atp6v1h"	"	"	"Abce1"	"	"	"	"	"Map4k3"	"Akap11"	"Rdx"	"	"	"Adam10"	"Adamts12"	"Abl1"	"Acod1"	"	"	"Ddx3y"	"Abhd17a"	"Ahctf1"	"Alcam"	"Brd8"	"Acsl5"	"Abat"	"Rpl4"	"Ago1"	"Ankrd11"	"	"	"Ang"	"9530068E07Rik"	"	"	"	"	"6430548M08Rik"	"Casd1"	"4930453N24Rik"	"Siglece"	"6430571L13Rik"	"	"	"	"	"	"	"	"	"	"	"	"
"Ncor1"	"	"	"Lifr"	"	"	"Arl1"	"Arhgap11a"	"Gigyf1"	"	"	"Klf4"	"	"	"Ankrd44"	"	"	"Cercam"	"Anp32e"	"	"	"	"	"Tmem65"	"	"	"Adcy6"	"	"	"	"	"Atxn1l"	"	"	"Abcg1"	"	"	"	"	"Med12"	"Akna"	"Rmdn1"	"	"	"Adam19"	"Adcy1"	"Abl2"	"Acot8"	"	"	"Dnajc14"	"Abhd4"	"Ak2"	"Aldh9a1"	"C1qtnf3"	"Acsm1"	"Abca1"	"Rras2"	"Ago2"	"Ankrd13c"	"	"	"Ankmy2"	"9930012K11Rik"	"	"	"	"	"6430571L13Rik"	"Casp6"	"4930503L19Rik"	"Slc35e2"	"9130019O22Rik"	"	"	"	"	"	"	"	"	"	"	"	"
"Nedd4l"	"	"	"Lsg1"	"	"	"Arpc5"	"Arhgap12"	"Grpel2"	"	"	"Klhl40"	"	"	"Ankrd49"	"	"	"Chd9"	"Ap2a2"	"	"	"	"	"Txlnb"	"	"	"Adgra2"	"	"	"	"	"Axl"	"	"	"Abcg2"	"	"	"	"	"Myh10"	"Akr1c18"	"Rnf139"	"	"	"Adam8"	"Adgre5"	"Ablim1"	"Acox2"	"	"	"Dqx1"	"Abi3"	"Ak4"	"Amfr"	"CYBB"	"Actb"	"Abca3"	"Rrbp1"	"Agpat4"	"Ankrd28"	"	"	"Ankrd11"	"9930021J03Rik"	"	"	"	"	"9130019O22Rik"	"Cbr4"	"4930523C07Rik"	"Slc6a20b"	"9430015G10Rik"	"	"	"	"	"	"	"	"	"	"	"	"
"Nhsl1"	"	"	"Man2a1"	"	"	"Asap1"	"Arhgef26"	"Gse1"	"	"	"Lmod2"	"	"	"Anln"	"	"	"Cnot4"	"Ap2b1"	"	"	"	"	"Ube2v2"	"	"	"Adnp"	"	"	"	"	"B3glct"	"	"	"Abhd10"	"	"	"	"	"Myo5a"	"Akt2"	"Runx1t1"	"	"	"Adamts1"	"Adnp"	"Abracl"	"Acsl1"	"	"	"Dram2"	"Abracl"	"Akap1"	"Anapc4"	"Cald1"	"Actn4"	"Abcb11"	"Rsl1d1"	"Agpat5"	"Ankrd52"	"	"	"Ap1b1"	"A1cf"	"	"	"	"	"9130023H24Rik"	"Ccdc186"	"4930579G24Rik"	"Smad9"	"9530068E07Rik"	"	"	"	"	"	"	"	"	"	"	"	"
"Nr4a3"	"	"	"Mib1"	"	"	"Asb5"	"Arl15"	"Gsk3b"	"	"	"Lpin1"	"	"	"Anp32e"	"	"	"Cnot6l"	"Ap3b1"	"	"	"	"	"Wnk1"	"	"	"Adra2b"	"	"	"	"	"Bcl6"	"	"	"Abhd13"	"	"	"	"	"Ndel1"	"Akt3"	"Sik3"	"	"	"Adck5"	"Aebp1"	"Abtb1"	"Acsl4"	"	"	"Ebpl"	"Abtb1"	"Akap11"	"Ank"	"Capn7"	"Actr1b"	"Abcb4"	"Sez6l"	"Agps"	"Anp32e"	"	"	"Ap1g1"	"A430005L14Rik"	"	"	"	"	"9430015G10Rik"	"Ccdc25"	"4931406C07Rik"	"Smco1"	"9930012K11Rik"	"	"	"	"	"	"	"	"	"	"	"	"
"Oacyl"	"	"	"Mphosph10"	"	"	"Ash1l"	"Arpc1a"	"H2-Ab1"	"	"	"Macf1"	"	"	"Ap1ar"	"	"	"Col12a1"	"Apob"	"	"	"	"	"Wsb2"	"	"	"Aebp1"	"	"	"	"	"Bcl7a"	"	"	"Abhd17b"	"	"	"	"	"Nsg1"	"Alcam"	"Slc35d2"	"	"	"Adgre1"	"Aff1"	"Acaca"	"Acsm5"	"	"	"Ell2"	"Acaa1a"	"Akna"	"Ankhd1"	"Casc3"	"Actr8"	"Abcb7"	"Skil"	"Ahcyl1"	"Ap1g1"	"	"	"Ap3d1"	"A4galt"	"	"	"	"	"9530068E07Rik"	"Ccdc88a"	"4932438H23Rik"	"Ston2"	"9930021J03Rik"	"	"	"	"	"	"	"	"	"	"	"	"
"Pacc1"	"	"	"Msl2"	"	"	"Asxl1"	"Arpin"	"Hbp1"	"	"	"Maoa"	"	"	"Ap3d1"	"	"	"Comp"	"Apoh"	"	"	"	"	"Wtap"	"	"	"Aff4"	"	"	"	"	"Bdnf"	"	"	"Abhd17c"	"	"	"	"	"Pabpc1"	"Alkbh5"	"Slc8a1"	"	"	"Adh5"	"Agap1"	"Acacb"	"Actn4"	"	"	"Erbin"	"Acaa1b"	"Akt3"	"Ankib1"	"Cast"	"Adam10"	"Abcc1"	"Slc25a34"	"Ahnak"	"Ap1m1"	"	"	"Ap3s2"	"AI182371"	"	"	"	"	"9930012K11Rik"	"Ccnf"	"4933434E20Rik"	"Sub1"	"9930111J21Rik1"	"	"	"	"	"	"	"	"	"	"	"	"
"Padi2"	"	"	"Mthfd1"	"	"	"Atad5"	"Arrb1"	"Hsp90b1"	"	"	"Map3k7"	"	"	"Ap3s2"	"	"	"Crabp2"	"Arap1"	"	"	"	"	"Ythdf3"	"	"	"Afg1l"	"	"	"	"	"Bloc1s3"	"	"	"Abhd18"	"	"	"	"	"Pcnx"	"Amigo2"	"Smarca5"	"	"	"Adipor1"	"Agap2"	"Acad11"	"Acvr1"	"	"	"Ermn"	"Acaa2"	"Aldh4a1"	"Ankrd12"	"Cbl"	"Adam17"	"Abcc2"	"Sltm"	"Aig1"	"Ap3d1"	"	"	"Apip"	"AI597479"	"	"	"	"	"9930021J03Rik"	"Ccr9"	"5031439G07Rik"	"Tbc1d24"	"A130010J15Rik"	"	"	"	"	"	"	"	"	"	"	"	"
"Paqr8"	"	"	"Mul1"	"	"	"Atp13a3"	"Arrb2"	"Hspa5"	"	"	"Mapt"	"	"	"Ap4b1"	"	"	"Cryzl1"	"Arel1"	"	"	"	"	"Zbtb20"	"	"	"Agl"	"	"	"	"	"Bptf"	"	"	"Abhd2"	"	"	"	"	"Pdgfd"	"Amz2"	"Sptb"	"	"	"Adipor2"	"Ago2"	"Acad9"	"Acvr2a"	"	"	"Fat4"	"Acad10"	"Aldoa"	"Ankrd17"	"Ccar1"	"Adam9"	"Abcc3"	"Smc2"	"Ak4"	"Apbb2"	"	"	"Apob"	"AI837181"	"	"	"	"	"9930111J21Rik1"	"Cenpf"	"5730409E04Rik"	"Timmdc1"	"A1cf"	"	"	"	"	"	"	"	"	"	"	"	"
"Pcdhb5"	"	"	"Nfatc3"	"	"	"Atp2b1"	"Atad2"	"Inpp5d"	"	"	"Ms4a6c"	"	"	"Apc"	"	"	"Ctdspl"	"Arf4"	"	"	"	"	"Zbtb43"	"	"	"Ago1"	"	"	"	"	"Brinp1"	"	"	"Abi1"	"	"	"	"	"Pfdn4"	"Anapc4"	"Sptbn1"	"	"	"Adk"	"Agpat2"	"Acadsb"	"Adam10"	"	"	"Fgl1"	"Acad11"	"Aldoc"	"Ankrd44"	"Ccnt2"	"Adamts1"	"Abcc4"	"Snx5"	"Akap10"	"Api5"	"	"	"Arhgap30"	"AI987944"	"	"	"	"	"A130010J15Rik"	"Cflar"	"5730455P16Rik"	"Tnfsf15"	"A530016L24Rik"	"	"	"	"	"	"	"	"	"	"	"	"
"Pdxp"	"	"	"Nktr"	"	"	"Atp2c1"	"Atf6"	"Iqgap1"	"	"	"Myo18b"	"	"	"Apex1"	"	"	"Ctnna1"	"Arhgap17"	"	"	"	"	"Zc3h12c"	"	"	"Ago2"	"	"	"	"	"Brwd1"	"	"	"Abi2"	"	"	"	"	"Phldb2"	"Ankhd1"	"Stat2"	"	"	"Adnp"	"Agps"	"Acadvl"	"Adam12"	"	"	"Foxk1"	"Acadm"	"Amfr"	"Ankrd52"	"Cdc123"	"Adck5"	"Abcc5"	"Tmem38b"	"Akap13"	"Apoa1"	"	"	"Arhgap4"	"AU022252"	"	"	"	"	"A1cf"	"Chmp2a"	"6030458C11Rik"	"Trp53rkb"	"A930004D18Rik"	"	"	"	"	"	"	"	"	"	"	"	"
"Plaur"	"	"	"Nom1"	"	"	"Atrn"	"Atg4a"	"Kpna6"	"	"	"Npbwr1"	"	"	"Appl2"	"	"	"Ctsc"	"Arhgap27"	"	"	"	"	"	"	"	"	"Ago3"	"	"	"	"	"Cacna1e"	"	"	"Ablim1"	"	"	"	"	"Plcg1"	"Ankib1"	"Steap3"	"	"	"Adra1a"	"Ahcyl1"	"Acap2"	"Adam19"	"	"	"Gab3"	"Acads"	"Anapc11"	"Anxa7"	"Cdc42bpa"	"Add3"	"Abce1"	"Trpm7"	"Akap9"	"Arhgap12"	"	"	"Arhgdia"	"AU040320"	"	"	"	"	"A430033K04Rik"	"Churc1"	"6430548M08Rik"	"Ttyh1"	"AB124611"	"	"	"	"	"	"	"	"	"	"	"	"
"Plce1"	"	"	"Nsd3"	"	"	"Atrnl1"	"Atg5"	"Krit1"	"	"	"Nrap"	"	"	"Arfgef1"	"	"	"Cul3"	"Arhgap35"	"	"	"	"	"	"	"	"	"Ahdc1"	"	"	"	"	"Cald1"	"	"	"Abracl"	"	"	"	"	"Plcxd2"	"Ankrd10"	"Supt6"	"	"	"Adrb2"	"Ahnak"	"Acap3"	"Adamts5"	"	"	"Gbx1"	"Acadsb"	"Anapc2"	"Ap1g1"	"Celf1"	"Adipor2"	"Abcg1"	"Usp31"	"Akirin1"	"Arhgap35"	"	"	"Arid1a"	"AW209491"	"	"	"	"	"AB124611"	"Cisd2"	"6430571L13Rik"	"Ubac1"	"AI593442"	"	"	"	"	"	"	"	"	"	"	"	"
"Ppip5k1"	"	"	"Ooep"	"	"	"B230219D22Rik"	"Atp10a"	"Lamtor1"	"	"	"Nucb1"	"	"	"Arglu1"	"	"	"Cyc1"	"Arhgdia"	"	"	"	"	"	"	"	"	"Ahr"	"	"	"	"	"Calu"	"	"	"Abraxas2"	"	"	"	"	"Pmepa1"	"Ankrd11"	"Timm44"	"	"	"Adsl"	"Ahsa2"	"Acbd5"	"Adamts6"	"	"	"Gcm1"	"Acadvl"	"Angptl2"	"Ap2b1"	"Cers6"	"Adk"	"Abhd13"	"Vapa"	"Akna"	"Arhgap5"	"	"	"Arl8b"	"Aaas"	"	"	"	"	"AI467606"	"Clca3a2"	"6820408C15Rik"	"Ube2j2"	"AI597479"	"	"	"	"	"	"	"	"	"	"	"	"
"Ppp1r1c"	"	"	"Pfkfb1"	"	"	"B4galt5"	"Atp13a3"	"Lcp1"	"	"	"Numb"	"	"	"Arhgap10"	"	"	"Dag1"	"Arhgef26"	"	"	"	"	"	"	"	"	"Ajuba"	"	"	"	"	"Camsap2"	"	"	"Abtb2"	"	"	"	"	"Ppp2cb"	"Ankrd33b"	"Tmem38b"	"	"	"Aff1"	"Aifm1"	"Acer2"	"Adarb1"	"	"	"Gcn1"	"Acap1"	"Ank3"	"Apaf1"	"Chd3"	"Adnp"	"Abhd17a"	"Ybx1"	"Akt1s1"	"Arhgef7"	"	"	"Asxl1"	"Aadac"	"	"	"	"	"AI593442"	"Clcf1"	"9130019O22Rik"	"Utp15"	"AI837181"	"	"	"	"	"	"	"	"	"	"	"	"
"Ppp2r3c"	"	"	"Phactr2"	"	"	"Baz2a"	"Atp6v1g1"	"Lima1"	"	"	"Pccb"	"	"	"Arhgap12"	"	"	"Ddx21"	"Arhgef7"	"	"	"	"	"	"	"	"	"Akap13"	"	"	"	"	"Camta2"	"	"	"Acadl"	"	"	"	"	"Prpf8"	"Ankrd44"	"Tnrc18"	"	"	"Aff4"	"Ajuba"	"Ackr3"	"Adck5"	"	"	"Gimap3"	"Acat1"	"Ankfy1"	"Apc"	"Chd7"	"Aebp2"	"Abhd17b"	"Zfp52"	"Alg11"	"Arid1b"	"	"	"Atf6"	"Aak1"	"	"	"	"	"AI597479"	"Cltc"	"9130023H24Rik"	"Wipf2"	"AI987944"	"	"	"	"	"	"	"	"	"	"	"	"
"Rad51d"	"	"	"Pofut1"	"	"	"Bin1"	"Atp8b1"	"Lpl"	"	"	"Pde4d"	"	"	"Arhgap5"	"	"	"Dhcr24"	"Arid5b"	"	"	"	"	"	"	"	"	"Akap6"	"	"	"	"	"Cbfb"	"	"	"Acadsb"	"	"	"	"	"Psmc6"	"Ankrd52"	"Uqcrc2"	"	"	"Afg3l2"	"Akap10"	"Aco2"	"Adcy7"	"	"	"Gm14137"	"Acat2"	"Ankib1"	"Apob"	"Chordc1"	"Afdn"	"Abhd17c"	"	"	"Alg8"	"Arid5b"	"	"	"Atp1a1"	"Aamp"	"	"	"	"	"AI837181"	"Commd7"	"9430015G10Rik"	"Zbtb2"	"AU021092"	"	"	"	"	"	"	"	"	"	"	"	"
"Rc3h2"	"	"	"Pola1"	"	"	"Birc6"	"Aunip"	"Lrif1"	"	"	"Pdp1"	"	"	"Arhgdib"	"	"	"Dlat"	"Arl5b"	"	"	"	"	"	"	"	"	"Akap8"	"	"	"	"	"Cbln4"	"	"	"Acap1"	"	"	"	"	"Ptpn1"	"Ankrd9"	"Zfp839"	"	"	"Afm"	"Akap13"	"Acp2"	"Adcy9"	"	"	"Gpr85"	"Acbd5"	"Ankrd13a"	"Ar"	"Cluh"	"Aff4"	"Abhd18"	"	"	"Alkbh7"	"Arnt"	"	"	"Atp2c1"	"Aars2"	"	"	"	"	"AI987944"	"Comt"	"9530068E07Rik"	"Zbtb44"	"AU022252"	"	"	"	"	"	"	"	"	"	"	"	"
"Rhpn2"	"	"	"Prkar2a"	"	"	"Bms1"	"Bcl2"	"Manf"	"	"	"Pdxdc1"	"	"	"Arhgef3"	"	"	"Dnajb5"	"Arl6ip1"	"	"	"	"	"	"	"	"	"Aldh1l2"	"	"	"	"	"Cbx5"	"	"	"Acap2"	"	"	"	"	"Pum2"	"Anks1"	"	"	"	"	"Agfg2"	"Akap9"	"Acp6"	"Add1"	"	"	"Grk1"	"Acbd6"	"Ankrd17"	"Arhgap11a"	"Cmpk1"	"Afm"	"Abhd4"	"	"	"Amfr"	"Arpc2"	"	"	"Atp6v0a2"	"Aasdhppt"	"	"	"	"	"AU021092"	"Copb1"	"9930012K11Rik"	"Zbtb8a"	"AU040320"	"	"	"	"	"	"	"	"	"	"	"	"
"Rnf168"	"	"	"Psap"	"	"	"Brwd1"	"Bcl9"	"Map4k3"	"	"	"Perp"	"	"	"Arid1a"	"	"	"Dst"	"Arrb1"	"	"	"	"	"	"	"	"	"Alg3"	"	"	"	"	"Cd93"	"	"	"Acat3"	"	"	"	"	"Rcor1"	"Ap1b1"	"	"	"	"	"Ago1"	"Akna"	"Acsl1"	"Adgre1"	"	"	"H4c16"	"Accs"	"Ankrd28"	"Arhgap5"	"Cmtm4"	"Agl"	"Abhd8"	"	"	"Amigo2"	"Arrb1"	"	"	"Atp6v0e"	"Aass"	"	"	"	"	"AU040320"	"Copg1"	"9930021J03Rik"	"Zfp994"	"Aaas"	"	"	"	"	"	"	"	"	"	"	"	"
"Sec23ip"	"	"	"Ptprb"	"	"	"Btbd7"	"Bcl9l"	"Mast2"	"	"	"Pigu"	"	"	"Arid5b"	"	"	"Dync1li1"	"Arrdc3"	"	"	"	"	"	"	"	"	"Alkbh5"	"	"	"	"	"Cdc42se2"	"	"	"Acbd3"	"	"	"	"	"Rnd3"	"Ap1g1"	"	"	"	"	"Ago2"	"Akr1d1"	"Acsl4"	"Adgrg1"	"	"	"Hapln1"	"Ache"	"Ankrd44"	"Arid2"	"Cnot4"	"Ago1"	"Abi1"	"	"	"Anapc1"	"Ascc3"	"	"	"Atp6v1a"	"Aatf"	"	"	"	"	"AW146154"	"Copg2"	"9930111J21Rik1"	"	"	"Aacs"	"	"	"	"	"	"	"	"	"	"	"	"
"Slc1a7"	"	"	"Rab11a"	"	"	"Bzw1"	"Bdh1"	"Mast3"	"	"	"Podxl"	"	"	"Arl14ep"	"	"	"E2f2"	"Ash1l"	"	"	"	"	"	"	"	"	"Ammecr1l"	"	"	"	"	"Cdip1"	"	"	"Acbd5"	"	"	"	"	"Rnf122"	"Ap2b1"	"	"	"	"	"Agpat3"	"Akt3"	"Acsm5"	"Adgrl2"	"	"	"Herc2"	"Acly"	"Ankrd52"	"Arih1"	"Cnot7"	"Agpat2"	"Abi2"	"	"	"Anapc7"	"Ash1l"	"	"	"Atp9b"	"Abat"	"	"	"	"	"Aaas"	"Cpne9"	"9930111J21Rik2"	"	"	"Aadac"	"	"	"	"	"	"	"	"	"	"	"	"
"Slc35d2"	"	"	"Rab32"	"	"	"Bzw2"	"Bend3"	"Mbnl1"	"	"	"Pom121"	"	"	"Arl15"	"	"	"Ebag9"	"Atat1"	"	"	"	"	"	"	"	"	"Amot"	"	"	"	"	"Cdk6"	"	"	"Acbd6"	"	"	"	"	"Rps6ka3"	"Ap4b1"	"	"	"	"	"Agt"	"Aldh1l1"	"Acta2"	"Adh4"	"	"	"Hgsnat"	"Aco2"	"Ano10"	"Arih2"	"Cnpy2"	"Agps"	"Abl1"	"	"	"Ankfy1"	"Atad2b"	"	"	"Atrx"	"Abca1"	"	"	"	"	"Aacs"	"Cpsf6"	"A130010J15Rik"	"	"	"Aadat"	"	"	"	"	"	"	"	"	"	"	"	"
"Slc7a11"	"	"	"Rbm47"	"	"	"Cabcoco1"	"Birc5"	"Mbtd1"	"	"	"Psmc1"	"	"	"Arnt"	"	"	"Eea1"	"Atf5"	"	"	"	"	"	"	"	"	"Anapc1"	"	"	"	"	"Cdr2l"	"	"	"Acer3"	"	"	"	"	"Sacm1l"	"Ap4e1"	"	"	"	"	"Agtpbp1"	"Aldh3b1"	"Actb"	"Adh5"	"	"	"Hif1an"	"Acot1"	"Anxa2"	"Arl15"	"Col12a1"	"Agrn"	"Abl2"	"	"	"Ankib1"	"Atf2"	"	"	"Atxn7l1"	"Abca2"	"	"	"	"	"Aadac"	"Cpt1a"	"A1cf"	"	"	"Aagab"	"	"	"	"	"	"	"	"	"	"	"	"
