"mmu.miR.1264.3p"	"mmu.miR.1298.5p"	"mmu.miR.5099"	"mmu.miR.448.3p"	"mmu.miR.20a.3p"	"mmu.miR.365.3p"	"mmu.miR.664.5p"	"mmu.miR.126b.5p"	"mmu.miR.199a.5p"	"mmu.miR.363.3p"	"mmu.miR.142a.3p"	"mmu.miR.1298.3p"	"mmu.miR.99a.5p"	"mmu.miR.671.5p"	"mmu.miR.6406"	"mmu.miR.139.3p"	"mmu.miR.501.3p"	"mmu.miR.325.3p"	"mmu.miR.10b.5p"	"mmu.miR.5126"	"mmu.miR.3072.3p"	"mmu.miR.34b.5p"	"mmu.miR.1264.5p"	"mmu.miR.33.5p"	"mmu.miR.338.5p"	"mmu.miR.409.5p"	"mmu.miR.450a.5p"	"mmu.miR.467a.5p"	"mmu.miR.100.5p"	"mmu.miR.1224.5p"	"mmu.miR.148a.3p"	"mmu.miR.125b.5p"	"mmu.miR.30e.5p"	"mmu.miR.152.3p"	"mmu.miR.127.3p"	"mmu.miR.125a.5p"	"mmu.miR.204.3p"	"mmu.miR.34c.5p"	"mmu.miR.186.5p"	"mmu.miR.204.5p"	"mmu.miR.194.5p"	"mmu.miR.30d.5p"	"mmu.let.7d.3p"	"mmu.miR.132.3p"	"mmu.miR.203.3p"	"mmu.miR.382.5p"	"mmu.miR.1843a.5p"	"mmu.miR.26a.5p"	"mmu.miR.187.3p"	"mmu.miR.487b.3p"	"mmu.let.7e.5p"	"mmu.miR.674.5p"	"mmu.let.7a.5p"	"mmu.miR.431.5p"	"mmu.let.7c.5p"	"mmu.miR.666.5p"	"mmu.miR.874.3p"	"mmu.miR.491.5p"	"mmu.miR.92b.5p"	"mmu.miR.770.5p"	"mmu.miR.323.5p"
"Aftph"	"	"	"	"	"Actn4"	"Bcas2"	"Ankrd17"	"Cep41"	"Spata7"	"Apbb1"	"Aicda"	"Apc"	"Klf1"	"Hoxa1"	"6430571L13Rik"	"	"	"Adamtsl4"	"Anp32e"	"Bckdhb"	"Bcl6"	"	"	"Fam131a"	"A930033H14Rik"	"Eepd1"	"Brcc3"	"Abi1"	"Fbn2"	"Ms4a2"	"Arhgap29"	"Hs3st3b1"	"Aak1"	"Ahdc1"	"9830107B12Rik"	"A630033H20Rik"	"Ago1"	"Klhl25"	"9930021J03Rik"	"Igsf23"	"9930012K11Rik"	"Abcg1"	"Adamts10"	"Arid2"	"A630023A22Rik"	"	"	"Amfr"	"Abce1"	"Bach1"	"Hddc3"	"4932411N23Rik"	"Cmah"	"Nsmf"	"6430571L13Rik"	"Adnp"	"8430427H17Rik"	"Armcx6"	"5031439G07Rik"	"Banp"	"Adarb1"	"4931406B18Rik"	"	"	"Abhd4"	"Abat"
"Agbl5"	"	"	"	"	"Acvr1c"	"Bin1"	"Ankrd33b"	"Clasp2"	"Tfap2b"	"Apmap"	"Aida"	"Arap2"	"Lingo3"	"Hs3st2"	"8430427H17Rik"	"	"	"Adora1"	"Arf1"	"Blzf1"	"Bdkrb1"	"	"	"Foxc1"	"AA415398"	"Exd2"	"Btbd2"	"Abtb2"	"Gca"	"N4bp2l1"	"Arhgef12"	"Igf1r"	"Abcg1"	"Ahr"	"9930021J03Rik"	"A830018L16Rik"	"Ago2"	"Lep"	"A330008L17Rik"	"Inava"	"A430033K04Rik"	"Abhd17b"	"Adcy1"	"Arid4a"	"A630033H20Rik"	"	"	"Anp32a"	"Abl1"	"Baz1a"	"Hecw1"	"4933406J08Rik"	"Cry2"	"Polr3f"	"8430427H17Rik"	"Agbl2"	"9930012K11Rik"	"Arpp19"	"5430435G22Rik"	"Bicd2"	"Adcy1"	"4931414P19Rik"	"	"	"Abhd5"	"Abcc4"
"Ago1"	"	"	"	"	"Acvr2a"	"Btaf1"	"Arhgap12"	"Clmn"	"Tma7"	"Appbp2"	"Akap1"	"Arl15"	"Lyn"	"Hs3st3b1"	"9530091C08Rik"	"	"	"Agap1"	"Arfgef2"	"Bnip3l"	"Bdnf"	"	"	"Fzd5"	"AA986860"	"Fam107a"	"C77370"	"Acbd5"	"Gls"	"Nppa"	"Arhgef17"	"Insm1"	"Abi2"	"Ajuba"	"A330008L17Rik"	"A930009A15Rik"	"Ago4"	"Ltb4r2"	"A530053G22Rik"	"Ip6k1"	"A930033H14Rik"	"Acad9"	"Adcy6"	"Asap1"	"A830018L16Rik"	"	"	"Anxa4"	"Ablim3"	"Bod1"	"Hist1h3e"	"4933427D14Rik"	"Ctse"	"Ppapdc2"	"9930012K11Rik"	"Agl"	"A430033K04Rik"	"Arrb1"	"6030458C11Rik"	"Bin1"	"Afap1l2"	"4932411E22Rik"	"	"	"Abi1"	"Abcc9"
"Akap13"	"	"	"	"	"Adam10"	"C230081A13Rik"	"Arl15"	"Clock"	"Tmem196"	"Arfrp1"	"Akr1b10"	"Arntl"	"Marcks"	"Igf1r"	"A430105I19Rik"	"	"	"Agpat1"	"Arhgap21"	"Bora"	"Bicd2"	"	"	"Galnt15"	"AB124611"	"Fam219b"	"Cadm2"	"Acbd7"	"Gm2030"	"Nxt2"	"Arhgef2"	"Kbtbd8"	"Abl1"	"Akap1"	"A530053G22Rik"	"AI467606"	"Ahdc1"	"Nop9"	"A830080D01Rik"	"Irf2"	"AA415398"	"Acap2"	"Adra1b"	"Atf3"	"A930009A15Rik"	"	"	"Aph1b"	"Acaca"	"Braf"	"Kdm5d"	"6530409C15Rik"	"Cygb"	"Prkca"	"A1cf"	"Agps"	"A830018L16Rik"	"Ate1"	"6430571L13Rik"	"Btg2"	"Agap2"	"4933421I07Rik"	"	"	"Abl2"	"Abcg1"
"Akt3"	"	"	"	"	"Adam18"	"Cacnb4"	"Arrb2"	"Cplx1"	"	"	"Arhgap12"	"Ankib1"	"Arrdc3"	"Mcoln2"	"Insm1"	"A530054K11Rik"	"	"	"Agt"	"Arih1"	"Bpifb4"	"Bmp2k"	"	"	"Gpr17"	"AI837181"	"Fem1a"	"Calm1"	"Ackr3"	"Gm5935"	"Pcdh18"	"Arhgef28"	"Mbnl1"	"Acer2"	"Akap7"	"A830080D01Rik"	"Abat"	"Ahr"	"Omp"	"AI836003"	"Kcne4"	"AA986860"	"Acbd5"	"Adtrp"	"Atf7ip2"	"AI467606"	"	"	"Arfgef2"	"Aco2"	"Cadm2"	"Lipo2"	"8030462N17Rik"	"Dclk1"	"Psg25"	"A430033K04Rik"	"Aldh1b1"	"AF366264"	"Atp1b4"	"8430427H17Rik"	"C2cd4c"	"Akap10"	"4933426M11Rik"	"	"	"Acer2"	"Acaca"
"Aldh1a2"	"	"	"	"	"Adam19"	"Cadm2"	"Arrdc3"	"Cplx2"	"	"	"Arhgap21"	"Ankrd44"	"Asb7"	"Mef2d"	"Kbtbd8"	"AI593442"	"	"	"Ak1"	"Arntl"	"Cabs1"	"C1ra"	"	"	"Heg1"	"Aatk"	"Fmnl2"	"Camk2g"	"Acsl6"	"Gnb1"	"Peg12"	"Arhgef5"	"Mtmr3"	"Acox1"	"Amacr"	"AI836003"	"Abca3"	"Ajuba"	"Pitx2"	"AU019823"	"Kpnb1"	"AB124611"	"Acot2"	"Aebp2"	"Atl3"	"Abat"	"	"	"Arhgap21"	"Acsl1"	"Caml"	"Lrrcc1"	"A430093F15Rik"	"Dcp1a"	"Rlim"	"A830018L16Rik"	"Aldh3a2"	"AI464131"	"Atrx"	"9930012K11Rik"	"Calm3"	"Alg10b"	"4933434E20Rik"	"	"	"Aco1"	"Acot11"
"Amotl1"	"	"	"	"	"Adam22"	"Cblb"	"Asf1a"	"Crat"	"	"	"Arhgef4"	"Anp32e"	"Ash1l"	"Mfap1b"	"Mbnl1"	"AI597479"	"	"	"Akr7a5"	"Arpp21"	"Cabyr"	"C4a"	"	"	"Hexim1"	"Abcc1"	"Gbp4"	"Ccar1"	"Acvr1b"	"Gpatch11"	"Prkx"	"Arid4a"	"Mtor"	"Acpp"	"Ank2"	"AU019823"	"Abcb7"	"Akap1"	"Pkd1"	"AU040320"	"Lrrc20"	"AI837181"	"Acsl4"	"Ago1"	"Atp4a"	"Abca3"	"	"	"Arhgap32"	"Acvr2a"	"Camta1"	"Man1a2"	"A530053G22Rik"	"Ddx17"	"Sdf4"	"AF366264"	"Aldh3b2"	"AI846148"	"Bnip3l"	"A1cf"	"Cbfa2t3"	"Ammecr1"	"5031410I06Rik"	"	"	"Acsl5"	"Actg1"
"Ankrd34b"	"	"	"	"	"Adam23"	"Ccdc40"	"Atp13a3"	"Dcun1d3"	"	"	"Arhgef5"	"Appl1"	"Asph"	"Mfap3l"	"Minpp1"	"AW549877"	"	"	"Aldh18a1"	"Arrdc3"	"Cadps"	"C4b"	"	"	"Hspbap1"	"Abhd4"	"Gbp8"	"Ccnj"	"Acvr2a"	"Gpm6a"	"Shisa6"	"Arid4b"	"Nabp1"	"Acsf2"	"Ap4e1"	"AU040320"	"Abcc4"	"Akap7"	"Plekhm3"	"Aadacl3"	"Meox1"	"Aatk"	"Actg1"	"Ahnak"	"Atp6v1h"	"Abcb7"	"	"	"Arhgef11"	"Adam23"	"Ccdc30"	"Mks1"	"A730017C20Rik"	"Dusp3"	"Sema4f"	"AI464131"	"Ankfy1"	"AU019823"	"Btg4"	"A430033K04Rik"	"Ccdc116"	"Ankrd23"	"6330403A02Rik"	"	"	"Acvr2a"	"Adam11"
"Ankrd50"	"	"	"	"	"Adamts8"	"Ccdc68"	"Atp6v0e2"	"Dgkz"	"	"	"Asrgl1"	"Arhgef15"	"Atf2"	"Mprip"	"Mpdu1"	"Aak1"	"	"	"Alg5"	"Atl1"	"Calm1"	"Caap1"	"	"	"Iglon5"	"Abi3"	"Gch1"	"Cd3g"	"Adam22"	"Gpr35"	"Slc16a7"	"Arl4c"	"Nkx3-1"	"Acss3"	"Arap2"	"Aadacl3"	"Abcc9"	"Amacr"	"Polr3k"	"Aak1"	"Metap1"	"Abcc1"	"Actr2"	"Aimp2"	"B630005N14Rik"	"Abcc4"	"	"	"Arhgef40"	"Adamts6"	"Ccnyl1"	"Ms4a1"	"AI597468"	"Edaradd"	"Slc26a1"	"AI846148"	"Ankle2"	"AW549877"	"C1ql2"	"A830018L16Rik"	"Ccdc127"	"Ankrd52"	"8430427H17Rik"	"	"	"Adam12"	"Adam19"
"Anks1b"	"	"	"	"	"Adamts9"	"Ccnt2"	"Atxn7l3"	"Dnajc8"	"	"	"Atg13"	"Arhgef17"	"Atf7ip"	"Mpv17l"	"Mtmr3"	"Aanat"	"	"	"Amacr"	"Bach2"	"Calm3"	"Cadm1"	"	"	"Il6ra"	"Abl1"	"Gjb4"	"Cd81"	"Adamts16"	"Gpsm2"	"Sox2"	"Arx"	"Nox4"	"Adam11"	"Arfgef1"	"Aak1"	"Abcd2"	"Ank2"	"Prps1"	"Abcc4"	"Ndufaf5"	"Abhd4"	"Adcyap1"	"Ak2"	"BC030336"	"Abcc9"	"	"	"Arid1a"	"Adamts9"	"Cct8"	"Necap1"	"AU040320"	"Eng"	"Ssbp3"	"AU019823"	"Ankmy2"	"Aak1"	"Camk4"	"AF366264"	"Ccl21b"	"Anks3"	"9030619P08Rik"	"	"	"Adam17"	"Adamts17"
"Antxr2"	"	"	"	"	"Adc"	"Ccser2"	"Bcl11b"	"Doc2b"	"	"	"Atp11c"	"Arid1b"	"Atg16l1"	"Nutf2"	"Mtor"	"Aar2"	"	"	"Ank1"	"Bai3"	"Car10"	"Cadm2"	"	"	"Kcnab3"	"Ablim3"	"Glra2"	"Cdc42bpa"	"Adamts5"	"Grm3"	"Tmem150c"	"Asf1a"	"Npat"	"Adam22"	"Arfip1"	"Abcc4"	"Abhd17b"	"Ankrd10"	"Rab11fip1"	"Abcc5"	"Neurog2"	"Abi3"	"Add1"	"Ak4"	"Bckdha"	"Abcd2"	"	"	"Arid2"	"Adk"	"Ccz1"	"Nmur2"	"Aak1"	"Epha4"	"Tbccd1"	"AU023871"	"Ankrd44"	"Abcb9"	"Camta1"	"AI464131"	"Ccl21c"	"Ano5"	"9130230L23Rik"	"	"	"Adam19"	"Adamts9"
"Ap3m1"	"	"	"	"	"Adcy1"	"Chn2"	"Bcl2"	"Drg2"	"	"	"Atp13a2"	"Arih1"	"Atg4c"	"Nutf2-ps1"	"Nabp1"	"Abcc10"	"	"	"Ankrd44"	"Bcl7a"	"Cbx3"	"Camk2b"	"	"	"Leng1"	"Abr"	"Gm12216"	"Cdh2"	"Adamts9"	"Hist1h2bc"	"Tnfaip8l3"	"Ash1l"	"Ntrk3"	"Adam28"	"Arhgap20"	"Abcc5"	"Abi2"	"Anxa4"	"Rc3h1"	"Abhd11"	"Pafah2"	"Abl1"	"Adhfe1"	"Akap1"	"Bcl2"	"Abhd17b"	"	"	"Arih1"	"Afap1l2"	"Cdh12"	"Nono"	"Abca1"	"Fam124b"	"Tbcel"	"AW549877"	"Ankrd54"	"Abcc10"	"Casr"	"AI846148"	"Cd99l2"	"Anpep"	"9530091C08Rik"	"	"	"Adamts15"	"Adamtsl1"
"Aqp4"	"	"	"	"	"Add1"	"Chst11"	"Bdnf"	"Dusp18"	"	"	"Atp1b3"	"Armc1"	"Atp11c"	"Polr2l"	"Nkx3-1"	"Abcc4"	"	"	"Ankrd63"	"Bicd1"	"Ccdc136"	"Cbx5"	"	"	"Lonrf1"	"Acbd3"	"Gtf3c4"	"Cdk14"	"Adck1"	"Hist1h2bg"	"Trim16"	"Atf6b"	"Osbp"	"Adcy2"	"Arhgap21"	"Abhd11"	"Abl1"	"Ap4e1"	"Rgs7"	"Abhd3"	"Prokr1"	"Abl2"	"Adss"	"Akap2"	"Bicd2"	"Abi2"	"	"	"Arl4c"	"Aff4"	"Cdk13"	"Oprm1"	"Abca5"	"Fam13b"	"Zic1"	"Aak1"	"Ap1b1"	"Abcc5"	"Ccl25"	"AU019823"	"Cdan1"	"Anxa11"	"9630033F20Rik"	"	"	"Adamts17"	"Adgrl3"
"Arfgef1"	"	"	"	"	"Add3"	"Clcn3"	"Bhlhe22"	"Dynlt1c"	"	"	"Atxn7"	"Arpc5"	"Atp8b1"	"Ptger1"	"Nox4"	"Abhd10"	"	"	"Anxa11"	"Blzf1"	"Ccdc153"	"Ccpg1"	"	"	"Ly6g6e"	"Acot8"	"Hist1h2bq"	"Cdk19"	"Adcyap1"	"Hist1h3f"	"Trps1"	"Atg14"	"Phox2b"	"Adora1"	"Arhgef12"	"Abhd3"	"Abl2"	"Arap2"	"Scn4a"	"Abhd6"	"Prrg3"	"Ablim3"	"Aebp2"	"Akap6"	"Brd8"	"Abl1"	"	"	"Arx"	"Agap1"	"Cdo1"	"Pcdhga11"	"Abcc4"	"Fam160a2"	"	"	"Abcb9"	"Ap3s1"	"Abcc9"	"Cd34"	"AU023871"	"Cdk7"	"Anxa8"	"A430033K04Rik"	"	"	"Adamts18"	"Ado"
"Arfip1"	"	"	"	"	"Aff1"	"Clpx"	"Birc3"	"Dzip1l"	"	"	"B230219D22Rik"	"Arrdc3"	"Atxn1l"	"Ptgis"	"Npat"	"Abhd4"	"	"	"Ap1b1"	"Btbd7"	"Ccdc34"	"Cd44"	"	"	"Myct1"	"Acsl1"	"Hist1h2br"	"Cdk5r1"	"Adipoq"	"Ifi203"	"Txlnb"	"Atp2a2"	"Piezo2"	"Afap1"	"Arhgef17"	"Abhd6"	"Acap2"	"Arfgef1"	"Scp2d1"	"Abl2"	"Prx"	"Abr"	"Aftph"	"Akip1"	"Brms1l"	"Abl2"	"	"	"Asb2"	"Agtr2"	"Cep68"	"Pcdhga12"	"Abcd2"	"Fam63b"	"	"	"Abcc10"	"Apbb3"	"Abcg1"	"Cdip1"	"AW549877"	"Cdkn1a"	"Ap1g2"	"A830018L16Rik"	"	"	"Adamts3"	"Adora1"
"Arhgap12"	"	"	"	"	"Ajap1"	"Cntn1"	"Bnip3l"	"Efnb3"	"	"	"B3gnt1"	"Arrdc4"	"Atxn7"	"Rab28"	"Phox2b"	"Ablim2"	"	"	"Aph1a"	"Cadm1"	"Ccdc77"	"Cdc42bpa"	"	"	"Myl6b"	"Acsl4"	"Il13ra1"	"Cdk6"	"Adm"	"Ifrd1"	"Xxylt1"	"Atp2c1"	"Ptgir"	"Agl"	"Arl6ip1"	"Abl2"	"Acp2"	"Arfip1"	"Sept7"	"Abr"	"Ptgir"	"Acad8"	"Agbl2"	"Alpl"	"Brwd1"	"Acap2"	"	"	"Atp6v0c"	"Ahr"	"Chka"	"Pcdhga3"	"Abhd17b"	"Fam96a"	"	"	"Abcc5"	"Aplf"	"Abhd17c"	"Cdk14"	"Aak1"	"Cds2"	"Ap2a2"	"AI837181"	"	"	"Adamts9"	"Aff1"
"Arhgap36"	"	"	"	"	"Akap12"	"Cntnap1"	"Brox"	"Elof1"	"	"	"B4galnt2"	"Atp2a2"	"B230219D22Rik"	"Rasgef1b"	"Piezo2"	"Abt1"	"	"	"Appl1"	"Camk1d"	"Cdc42se2"	"Cdk8"	"	"	"Ndfip1"	"Acsm5"	"Il33"	"Celf2"	"Agfg1"	"Insr"	"	"	"Atxn1"	"Seh1l"	"Ago1"	"Arl8b"	"Abr"	"Actc1"	"Arhgap20"	"Sfn"	"Abtb1"	"Ptprt"	"Acap3"	"Ago3"	"Amer1"	"Btk"	"Acp2"	"	"	"Atp6v1a"	"Akap10"	"Chl1"	"Pcdhga8"	"Abhd18"	"Fbn1"	"	"	"Abcc9"	"Arf1"	"Abi3"	"Celf2"	"Abcb9"	"Celf2"	"Ap2b1"	"AU023871"	"	"	"Adc"	"Afmid"
"Arhgef11"	"	"	"	"	"Akr1b10"	"Col14a1"	"Cabs1"	"Fads6"	"	"	"Bcam"	"Atp7a"	"B4galt4"	"Rpn2"	"Ptgir"	"Acaca"	"	"	"Aqp1"	"Caprin1"	"Cdca8"	"Celf2"	"	"	"Olig3"	"Actl6a"	"Ing2"	"Chchd7"	"Agmo"	"Iqcj"	"	"	"Aven"	"Smarca5"	"Agpat1"	"Arpp19"	"Abtb1"	"Actn1"	"Arhgap21"	"Slc12a4"	"Acads"	"Rab24"	"Acbd3"	"Ahcyl1"	"Amot"	"Bub1b"	"Actc1"	"	"	"Azin1"	"Akirin1"	"Clec4e"	"Pcdhga9"	"Abhd5"	"Fbxo33"	"	"	"Abcg1"	"Arfgef2"	"Abl2"	"Ces2e"	"Abcc10"	"Cish"	"Aptx"	"Aagab"	"	"	"Adcy1"	"Agphd1"
"Arhgef33"	"	"	"	"	"Amph"	"Col8a1"	"Cbfb"	"Fam78b"	"	"	"Bcl2l13"	"Atp8b1"	"BC016423"	"S1pr2"	"Seh1l"	"Acadsb"	"	"	"Arhgef11"	"Cbll1"	"Cdh9"	"Clcc1"	"	"	"Pcp4l1"	"Actr1a"	"Loxl1"	"Chd9"	"Ahr"	"Kat6a"	"	"	"B3galt2"	"Taok1"	"Ahcyl1"	"Arrdc3"	"Acads"	"Actr1a"	"Arhgef12"	"Slc16a13"	"Acer1"	"Rab28"	"Acot8"	"Ahnak"	"Angpt1"	"C1qbp"	"Actn1"	"	"	"Bbx"	"Akt2"	"Clmn"	"Pcdhgb6"	"Abi2"	"Fbxo45"	"	"	"Abhd17c"	"Arhgap19"	"Acat1"	"Ces3b"	"Abcc5"	"Ckb"	"Aqp2"	"Aak1"	"	"	"Adcyap1r1"	"Ahr"
"Arid1b"	"	"	"	"	"Ank1"	"Cox7b2"	"Cdc42bpg"	"Fam83f"	"	"	"Bend3"	"Atrn"	"Bach1"	"Sash1"	"Smarca5"	"Acap2"	"	"	"Arhgef17"	"Ccdc50"	"Cel"	"Cldn10"	"	"	"Pfn2"	"Acy1"	"Med13l"	"Chn2"	"Aim2"	"Klra2"	"	"	"Baz1b"	"Trib2"	"Ahrr"	"Asph"	"Acer1"	"Acvr1"	"Arhgef17"	"Slc7a6"	"Acer2"	"Rpl37"	"Acsl1"	"Ahsa2"	"Angptl2"	"Cacna2d1"	"Actr1a"	"	"	"Bche"	"Amot"	"Cntnap2"	"Pcdhgc3"	"Abl2"	"Fgf23"	"	"	"Abi3"	"Arl6"	"Acer1"	"Chodl"	"Abcc9"	"Cldn5"	"Arc"	"Aar2"	"	"	"Adipor2"	"Ak3"
"Arid4a"	"	"	"	"	"Ank2"	"Cpeb2"	"Cdip1"	"Fbp1"	"	"	"Bivm"	"Atrx"	"Bach2"	"Sdc3"	"Taok1"	"Acpp"	"	"	"Arih1"	"Ccdc6"	"Celf2"	"Cnot6"	"	"	"Phf12"	"Adam10"	"Mef2c"	"Clec2h"	"Akr1e1"	"Krt9"	"	"	"Bcl11b"	"Ttc39a"	"Ak5"	"Atf7ip2"	"Acer2"	"Acvr2a"	"Arl6ip1"	"Spock2"	"Acer3"	"Sh3bgr"	"Acsl4"	"Aifm1"	"Ankfy1"	"Cadm1"	"Acvr1"	"	"	"Bckdhb"	"Ankrd52"	"Cox20"	"Pcdhgc4"	"Abr"	"Fgf9"	"	"	"Abl2"	"Arpc5"	"Acer2"	"Chrna3"	"Abcg1"	"Coa5"	"Arhgap39"	"Aars2"	"	"	"Aff4"	"Aldh8a1"
"Arl5a"	"	"	"	"	"Ankrd40"	"Cpeb3"	"Chd9"	"Fntb"	"	"	"Bloc1s6"	"Atxn1"	"Baz1a"	"Sema3c"	"Trib2"	"Acrbp"	"	"	"Armc9"	"Ccl24"	"Cep57"	"Creb1"	"	"	"Plekhd1"	"Adam11"	"Meis3"	"Cntln"	"Akt3"	"Lin52"	"	"	"Bcl2l2"	"Vgll2"	"Akt3"	"Atg12"	"Acot11"	"Adam10"	"Arl8b"	"Tmc5"	"Acox3"	"Sirt2"	"Acsm5"	"Ak1"	"Ankrd13a"	"Camk2g"	"Acvr2a"	"	"	"Bcl2l12"	"Anks1b"	"Cp"	"Pcdhgc5"	"Acat2"	"Flrt2"	"	"	"Acat1"	"Arvcf"	"Acer3"	"Chst2"	"Abhd17c"	"Crabp2"	"Arhgap44"	"Abcg1"	"	"	"Ago1"	"Alg12"
"Arnt"	"	"	"	"	"Ankrd42"	"Crls1"	"Chfr"	"Fut4"	"	"	"Bnip3l"	"Atxn3"	"Bclaf1"	"Sod3"	"Ttc39a"	"Actr2"	"	"	"Arnt"	"Ccnb1"	"Ces2c"	"Crk"	"	"	"Plk3"	"Adam12"	"Mfap1a"	"Cntn4"	"Aldh1a2"	"Lrp8"	"	"	"Bcl6"	"Vldlr"	"Alkbh5"	"Atg14"	"Acp1"	"Adam12"	"Arpp19"	"Tmem132c"	"Acp1"	"Slc5a3"	"Actl6a"	"Akap11"	"Ankrd42"	"Capns1"	"Adam10"	"	"	"Bclaf1"	"Antxr2"	"Cplx4"	"Peg10"	"Acbd5"	"Fut1"	"	"	"Acer1"	"Asb14"	"Acot11"	"Chst4"	"Abi3"	"Cstf2"	"Arhgef17"	"Abcg8"	"	"	"Agpat5"	"Alpi"
"Arpp19"	"	"	"	"	"Ap1s2"	"Ctcf"	"Clpsl2"	"Gas7"	"	"	"Btg1"	"Avl9"	"Bod1"	"Sord"	"Vgll2"	"Acvr1c"	"	"	"Arnt2"	"Ccnt2"	"Cfhr1"	"Csmd1"	"	"	"Pop4"	"Adam22"	"Mfap1b"	"Cpeb1"	"Alg2"	"Map3k13"	"	"	"Bicd2"	"Zfp689"	"Amigo1"	"Atp2a2"	"Acss1"	"Adam19"	"Arrdc3"	"Tmem253"	"Acss1"	"Smim7"	"Actr1a"	"Akirin1"	"Ano2"	"Capzb"	"Adam12"	"	"	"Bhlhe23"	"Ap1s2"	"Csnk1g3"	"Psg17"	"Ace2"	"Gfod2"	"	"	"Acer2"	"Asb6"	"Acp1"	"Chtf8"	"Abl2"	"Ctsb"	"Arid3a"	"Abhd10"	"	"	"Agtr2"	"Amd1"
"Asf1a"	"	"	"	"	"Apbb2"	"Ctdspl2"	"Cnppd1"	"Gipc3"	"	"	"Cacna1b"	"Azi2"	"Braf"	"Spred3"	"Vldlr"	"Acvr2a"	"	"	"Arrb1"	"Cdh5"	"Cgnl1"	"Cyb5d2"	"	"	"Prr5l"	"Add2"	"Mfap5"	"Cpt1a"	"Alkal1"	"Marcks"	"	"	"Blcap"	"Zzef1"	"Ammecr1l"	"Atp2b4"	"Acss3"	"Adam22"	"Asic2"	"Tmie"	"Acss3"	"Srrm2"	"Acy1"	"Alcam"	"Anxa11"	"Cask"	"Adam19"	"	"	"Bnc2"	"Apc"	"Ctdspl2"	"Psg27"	"Acmsd"	"Gm9949"	"	"	"Acer3"	"Asb7"	"Acpp"	"Ckap2l"	"Acat1"	"Cxxc5"	"Arid5a"	"Abhd5"	"	"	"Ahcyl1"	"Antxr1"
"Atad2b"	"	"	"	"	"Apc"	"Ctps"	"Cntf"	"Gla"	"	"	"Canx"	"B230219D22Rik"	"Brwd3"	"Stc1"	"Zfp689"	"Acvrl1"	"	"	"Arsj"	"Cdk17"	"Chmp5"	"Dazap1"	"	"	"Psd2"	"Adipor2"	"Mfsd8"	"Crot"	"Ammecr1"	"Mc2r"	"	"	"Bloc1s5"	"	"	"Amotl2"	"Atp6ap2"	"Acvr1c"	"Adam9"	"Asph"	"Tsc22d4"	"Acvr1c"	"Timp3"	"Adam10"	"Aldh6a1"	"Ap1s1"	"Cbll1"	"Adam22"	"	"	"Bnip2"	"Api5"	"Dclk1"	"Ralgapa2"	"Acox3"	"Gnptg"	"	"	"Acot11"	"Asxl2"	"Acta1"	"Clcnkb"	"Acer1"	"Cyb5b"	"Arpc5"	"Ablim2"	"	"	"Ahr"	"Anxa10"
"Ate1"	"	"	"	"	"Apln"	"Cul5"	"Cntn1"	"Gm20826"	"	"	"Caprin1"	"B3galt2"	"C1d"	"Sytl3"	"Zzef1"	"Adal"	"	"	"Atg9a"	"Cdk5r1"	"Chp1"	"Dbndd2"	"	"	"Psme4"	"Aff4"	"Mroh5"	"Csde1"	"Amotl1"	"Mid1ip1"	"	"	"Bola3"	"	"	"Anapc10"	"Atp6v0d1"	"Acvr2a"	"Adamts3"	"Atf7ip2"	"Ucp3"	"Acvr2a"	"Trio"	"Adam11"	"Amer2"	"Ap1s2"	"Cbln4"	"Adam9"	"	"	"Brca1"	"Appl1"	"Ddx3x"	"Rasa2"	"Acsl3"	"Gpr12"	"	"	"Acp1"	"Atad1"	"Actr2"	"Clec16a"	"Acer2"	"D930020B18Rik"	"Arrb1"	"Ablim3"	"	"	"Akap5"	"Ap3s2"
"Atp13a3"	"	"	"	"	"Arf1"	"Cxxc4"	"Col9a3"	"Gm9747"	"	"	"Carhsp1"	"B630019K06Rik"	"Cask"	"Tmed5"	"	"	"Adam11"	"	"	"Atp1a3"	"Cdkn1b"	"Cldn1"	"Dhfr"	"	"	"Ptger3"	"Agap2"	"Mrpl48"	"Csnk1d"	"Amotl2"	"Mrpl41"	"	"	"Btbd3"	"	"	"Angptl2"	"Atp6v0e"	"Adam11"	"Adamts6"	"Atg12"	"Utp6"	"Adam11"	"Trip4"	"Adam12"	"Amotl1"	"Ap1s3"	"Ccr10"	"Adamts3"	"	"	"Bri3"	"Arhgap12"	"Ddx3y"	"Rbbp5"	"Acsl4"	"Gtpbp10"	"	"	"Acpp"	"Atat1"	"Actr5"	"Cltc"	"Acer3"	"Dclre1c"	"Asic1"	"Abt1"	"	"	"Aldh4a1"	"Apod"
